13	25
17	2
7	25
21	1
1	26
20	11
6	25
10	21
17	24
18	2
7	26
10	20
17	10
19	2
9	29
19	10
21	3
8	28
21	8
2	30
9	23
9	17
3	5
17	14
0	25
9	23
15	1
6	27
5	29
0	25
13	25
9	19
5	20
19	3
6	25
14	17
10	16
2	26
12	21
19	11
14	25
1	7
0	25
21	8
21	30
10	23
3	29
8	27
5	26
19	0
5	30
21	3
17	5
9	29
5	27
21	1
19	27
12	22
17	10
16	1
6	26
14	23
18	5
1	28
19	12
3	17
7	25
5	9
10	25
20	10
5	23
21	15
6	13
10	24
15	1
12	20
10	19
11	8
20	19
1	27
7	30
3	29
14	12
12	5
20	11
8	6
2	27
12	17
10	15
16	12
15	12
6	30
1	28
1	26
16	3
11	23
21	14
14	18
2	26
13	25
19	5
16	12
15	13
14	16
10	18
13	16
15	13
4	25
0	28
3	10
2	15
15	7
10	25
21	1
6	4
19	3
9	13
4	29
20	10
19	16
6	11
19	11
13	20
1	30
7	17
11	17
9	12
4	26
21	0
18	6
